ActivityID,ActivityName,FacilityActivityDescription,FacilityID
14,HIKING,"<p>
	<strong>Walla Walla Ranger District top ten most used trails:</strong></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57041"" rel=""nofollow"">South Fork Walla Walla</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57013"" rel=""nofollow"">North Fork Walla Walla</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57051"" rel=""nofollow"">Table-Bear</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57069"" rel=""nofollow"">Umatilla Rim</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57029"" rel=""nofollow"">Rough Fork</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57009"" rel=""nofollow"">North Fork River Umatilla</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=56935"" rel=""nofollow"">Buck Creek</a></p>
<p>
	<a href=""https://www.fs.usda.gov/recarea/umatilla/recreation/recarea/?recid=57005"" rel=""nofollow"">Ninemile Ridge</a></p>
<p>
	",246101
15,HORSEBACK RIDING,,246101
18,OFF HIGHWAY VEHICLE,,246101
22,WINTER SPORTS,,246101
23,RECREATIONAL VEHICLES,,246101
26,WILDLIFE VIEWING,,246101
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,246101
106,SWIMMING,,246101
5,BIKING,Biking,234214
6,BOATING,Boating,234214
11,FISHING,Fishing,234214
100007,KAYAKING,Kayaking,234214
6,BOATING,,244089
9,CAMPING,,244089
11,FISHING,,244089
14,HIKING,,244089
15,HORSEBACK RIDING,,244089
20,PICNICKING,,244089
23,RECREATIONAL VEHICLES,,244089
26,WILDLIFE VIEWING,,244089
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,244089
106,SWIMMING,,244089
109,HORSE CAMPING,,244089
9,CAMPING,Camping,232851
11,FISHING,Fishing,232851
14,HIKING,Hiking,232851
25,WATER SPORTS,Whitewater Rafting,232851
32,DAY USE AREA,Amphitheater,232851
5,BIKING,Biking,251548
6,BOATING,Boating,251548
11,FISHING,Fishing,251548
14,HIKING,Hiking,251548
100007,KAYAKING,Kayaking,251548
100008,CANOEING,Canoeing,251548
5,BIKING,Biking,231979
9,CAMPING,Camping,231979
14,HIKING,Hiking,231979
9,CAMPING,"<ul>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69922"" rel=""nofollow"">Union Creek Campground</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69720"" rel=""nofollow"">Farewell Bend Campground</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69828"" rel=""nofollow"">Natural Bridge Campground</a></li>
</ul>
",265411
6,BOATING,Boating,232778
9,CAMPING,Camping,232778
11,FISHING,Fishing,232778
14,HIKING,Hiking,232778
15,HORSEBACK RIDING,Horseback Riding,232778
14,HIKING,Hiking,234760
106,SWIMMING,Swimming,234760
100002,MOUNTAIN BIKING,Mountain Biking,234760
100003,OFF ROAD VEHICLE TRAILS,Off Road Vehicle Trails,234760
9,CAMPING,Camping,234168
11,FISHING,Fishing,234168
14,HIKING,Hiking,234168
26,WILDLIFE VIEWING,Wildlife Viewing,234168
5,BIKING,,252325
6,BOATING,,252325
9,CAMPING,,252325
11,FISHING,,252325
14,HIKING,,252325
15,HORSEBACK RIDING,,252325
20,PICNICKING,,252325
23,RECREATIONAL VEHICLES,,252325
26,WILDLIFE VIEWING,,252325
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,252325
109,HORSE CAMPING,,252325
4,AUTO TOURING,"<p>Two Scenic Byways follow the path of the Klamath.  The State of Jefferson Scenic Byway follows Hwy 96 from I-5 to Happy Camp and the Bigfoot Scenic Byway goes from Happy Camp along Hwy 96 to Willow Creek.  Several river access areas offer opportunities along the way to picnic, fish, gold pan and water play.</p>",234956
9,CAMPING,"<p>There are four campgrounds with access to the Klamath River:  Tree of Heaven, Sarah Totten, Fort Goff and Curley Jack.  Sarah Totten and Curley Jack also offer Group Camping.  There are no hook-ups for RV's, no showers and all toilets are vault style.  All four have drinking water and garbage collection in the summer.  A bulletin Board at the camp entrance will explain the procedures for paying fees and campground rules and regulations.  Sarah Totten, Tree of Heaven and Curley Jack have some barrier free facilities to accommodate a person in a wheelchair.</p>",234956
14,HIKING,"<p>There are hundreds of miles of trails beginning at the Klamath River or starting nearby.  For a map of all trails on the Klamath National Forest stop by one of our <a href=""http://fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPyhQoY6BdkOyoCAGixyPg!/?ss=110505&navtype=BROWSEBYSUBJECT&cid=FSE_003828&navid=170120000000000&pnavid=170000000000000&position=BROWSEBYSUBJECT&ttype=detail&pname=Klamath%20National%20Forest-%20Offices"" rel=""nofollow"">Forest Service Offices</a> or order by mail at the <a href=""http://www.nationalforeststore.com/"" rel=""nofollow"">National Forest Store</a>.  A good map, compass and trail guide are recommended for safe travel through the forest and the wilderness.</p>
<p> </p>",234956
20,PICNICKING,<p>There is nothing better than a picnic along the river.  Plan ahead to store and remove all trash and garbage from your picnic site.  Some river access areas have picnic tables.</p>,234956
23,RECREATIONAL VEHICLES,<p>RV camping is popular both at developed campgrounds and dispersed throughout the forest.  There are no RV hook-ups at Forest Service areas on the Klamath National Forest.  Several RV parks are available with hook-ups in the communities along the river. </p>,234956
26,WILDLIFE VIEWING,"<p>The Klamath River Corridor provides food, water and shelter for a wide variety of wildlife.  River otters, elk and deer, birds of prey, ducks and geese, racoons, squirrels and bears all make their homes on or around the Klamath River.  When you visit their home please remember some basic good manners:</p>
<ul>
    <li>Feeding wild animals is dangerous to humans and unhealthy for the animals.</li>
    <li>Always observe animals and birds from a distance, both for your safety and their comfort.</li>
    <li>Dogs on leash only. Please clean up after your dog.</li>
    <li>Do not allow dogs to chase, hunt or kill forest animals and birds.</li>
    <li>Please pack out all trash. Do not burn or bury trash and food waste. </li>
    <li>Bury human waste in at least 6 inches or more of soil, at least 100 feet away from any lake, stream, water course or trail.</li>
</ul>",234956
106,SWIMMING,"<p>There are many places along the Klamath River to swim or play in the river.</p>
<ul>
    <li>Never swim alone or allow children to play unsupervised in creeks, rivers or lakes.</li>
    <li>Currents can be very swift and an innertube, air matterss or inflatible toy can be swept down river in a matter of seconds.</li>
    <li>There are numerous rapids, cascades and waterfalls along the river. The difficulty of the rapids changes with the seasons, the water levels and flow rates.</li>
    <li>Depth and temperature of the water changes daily.</li>
</ul>
<p> </p>",234956
11,FISHING,Fishing,234216
26,WILDLIFE VIEWING,Wildlife Viewing,234216
4,AUTO TOURING,,255174
8,HISTORIC & CULTURAL SITE,,255174
9,CAMPING,,255174
14,HIKING,,255174
15,HORSEBACK RIDING,,255174
20,PICNICKING,,255174
26,WILDLIFE VIEWING,,255174
28,WILDERNESS,,255174
32,DAY USE AREA,,255174
41,INFORMATION SITE,,255174
104,PHOTOGRAPHY,,255174
109,HORSE CAMPING,,255174
9,CAMPING,Camping,267552
6,BOATING,Boating,233193
9,CAMPING,Camping,233193
11,FISHING,Fishing,233193
14,HIKING,Hiking,233193
34,SWIMMING SITE,Swimming,233193
9,CAMPING,"<ul>
	<li>
		The site remains open during the winter with reduced maintenance.</li>
</ul>
",266418
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234206
9,CAMPING,Camping,234206
14,HIKING,Hiking,234206
16,HUNTING,Hunting,234206
26,WILDLIFE VIEWING,Wildlife Viewing,234206
100009,BERRY PICKING,Berry Picking,234206
100017,BIRDING,Birding,234206
100042,MUSHROOM PICKING,Mushroom Picking,234206
4,AUTO TOURING,,10039255
5,BIKING,,10039255
9,CAMPING,,10039255
11,FISHING,,10039255
32,DAY USE AREA,,10039255
104,PHOTOGRAPHY,,10039255
9,CAMPING,Camping,233215
11,FISHING,Fishing,233215
6,BOATING,Boating,248314
9,CAMPING,Camping,248314
11,FISHING,Fishing,248314
20,PICNICKING,Picnic,248314
25,WATER SPORTS,Water Sports,248314
38,OTHER RECREATION CONCESSION SITE,Groceries,248314
4,AUTO TOURING,,250145
5,BIKING,,250145
6,BOATING,,250145
7,CLIMBING,,250145
9,CAMPING,,250145
10,INTERPRETIVE PROGRAMS,,250145
11,FISHING,,250145
14,HIKING,,250145
15,HORSEBACK RIDING,,250145
16,HUNTING,,250145
18,OFF HIGHWAY VEHICLE,,250145
20,PICNICKING,,250145
22,WINTER SPORTS,,250145
23,RECREATIONAL VEHICLES,,250145
24,VISITOR CENTER,,250145
25,WATER SPORTS,,250145
26,WILDLIFE VIEWING,,250145
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,250145
106,SWIMMING,,250145
107,DIVING,,250145
109,HORSE CAMPING,,250145
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234279
9,CAMPING,Camping,234279
14,HIKING,Hiking,234279
16,HUNTING,Hunting,234279
26,WILDLIFE VIEWING,Wildlife Viewing,234279
100009,BERRY PICKING,Berry Picking,234279
100017,BIRDING,Birding,234279
5,BIKING,Biking,233903
6,BOATING,Boating,233903
9,CAMPING,Camping,233903
11,FISHING,Fishing,233903
14,HIKING,Hiking,233903
16,HUNTING,Hunting,233903
26,WILDLIFE VIEWING,Wildlife Viewing,233903
106,SWIMMING,Swimming,233903
100002,MOUNTAIN BIKING,Mountain Biking,233903
100008,CANOEING,Canoeing,233903
100009,BERRY PICKING,Berry Picking,233903
6,BOATING,Boating,248313
9,CAMPING,Camping,248313
20,PICNICKING,Picnic,248313
25,WATER SPORTS,Water Sports,248313
37,PLAYGROUND PARK SPECIALIZED SPORT SITE,Playground,248313
4,AUTO TOURING,"<p>Experience 172 miles of diverse river and mountain landscapes along the <a href=""https://www.fs.usda.gov/detailfull/umpqua/specialplaces/?cid=stelprdb5312101&width=full"" rel=""nofollow"">Rogue-Umpqua National Scenic Byway</a>. </p>

<p>Learn More:</p>

<ul>
	<li>Map (<a href=""https://www.fs.usda.gov/Internet/FSE_DOCUMENTS/fsbdev3_055942.pdf"" rel=""nofollow"">521 KB PDF</a>)</li>
	<li><a href=""https://www.fs.usda.gov/detailfull/umpqua/specialplaces/?cid=fsbdev3_056162&width=full"" rel=""nofollow"">Visitor Services / Travel Planning</a></li>
	<li><a href=""https://www.fs.usda.gov/detailfull/umpqua/specialplaces/?cid=fsbdev3_056163&width=full"" rel=""nofollow"">Points of Interest</a></li>
	<li><a href=""https://www.fs.usda.gov/detailfull/umpqua/specialplaces/?cid=fsbdev3_056167&width=full"" rel=""nofollow"">Photo Gallery</a></li>
	<li><a href=""https://www.fs.usda.gov/detailfull/umpqua/specialplaces/?cid=fsbdev3_056164&width=full"" rel=""nofollow"">Link / More Information</a></li>
	<li><a href=""http://www.byways.org/explore/byways/2147/"" rel=""nofollow"">America's Byways Web Site for Rogue-Ump",274385
9,CAMPING,"<ul>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/camping-cabins/recarea/?recid=69654&actid=29"" rel=""nofollow"">Abbott Creek Campground</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/camping-cabins/recarea/?recid=69720&actid=29"" rel=""nofollow"">Farewell Bend Campground</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/camping-cabins/recarea/?recid=69812&actid=29"" rel=""nofollow"">Mill Creek Campground</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/camping-cabins/recarea/?recid=69828&actid=29"" rel=""nofollow"">Natural Bridge Campground</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/camping-cabins/recarea/?recid=69858&actid=29"" rel=""nofollow"">River Bridge Campground</a></li>
	<li>",274385
14,HIKING,"<p><img alt=""Upper Rogue River riffle"" src=""http://www.fs.usda.gov/Internet/FSE_MEDIA/fseprd581478.jpg""/></p>

<ul>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/hiking/recarea/?recid=69926&actid=50"" rel=""nofollow"">Union Creek Trail #1035</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/hiking/recarea/?recid=69944&actid=50"" rel=""nofollow"">Upper Rogue River Trail #1034</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/hiking/recarea/?recid=69946&actid=50"" rel=""nofollow"">Upper Rogue River Trail #1034 - Big Bend</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/hiking/recarea/?recid=69948&actid=50"" rel=""nofollow"">Upper Rogue River Trail #1034 - Crater Rim</a></li>
	<li>",274385
30,FIRE LOOKOUTS/CABINS OVERNIGHT,"<p>Those who prefer to stay in a small and cozy resort might prefer a stay at <strong><a href=""http://www.unioncreekoregon.com/"" rel=""nofollow"">Union Creek Resort</a></strong>. Nestled among the towering Douglas-firs and a short walk to the banks of the river, the resort has all the charm of the 1920s, when it was first constructed, infused with modern-day comforts.</p>
",274385
9,CAMPING,,260547
11,FISHING,Shore or boat fishing is available,260547
14,HIKING,,260547
16,HUNTING,,260547
25,WATER SPORTS,,260547
28,WILDERNESS,Visitors can pass through to access the north side of the Oregon Badlands Wilderness.,260547
5,BIKING,Biking,233894
9,CAMPING,Camping,233894
14,HIKING,Hiking,233894
26,WILDLIFE VIEWING,Wildlife Viewing,233894
41,INFORMATION SITE,Information Site,233894
100002,MOUNTAIN BIKING,Mountain Biking,233894
100017,BIRDING,Birding,233894
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,251611
9,CAMPING,Camping,251611
11,FISHING,Fishing,251611
14,HIKING,Hiking,251611
26,WILDLIFE VIEWING,Wildlife Viewing,251611
39,OBSERVATION SITE,Observation Site,251611
104,PHOTOGRAPHY,Photography,251611
106,SWIMMING,Swimming,251611
109,HORSE CAMPING,Horse Camping,251611
100009,BERRY PICKING,Berry Picking,251611
100015,STAR GAZING,Star Gazing,251611
100017,BIRDING,Birding,251611
100019,WATER ACCESS,Water Access,251611
100025,CULTURAL ACTIVITIES,Cultural Activities,251611
100031,GOLD PANNING,Gold Panning,251611
100042,MUSHROOM PICKING,Mushroom Picking,251611
5,BIKING,Mountain Biking,234184
8,HISTORIC & CULTURAL SITE,Historic Sites,234184
9,CAMPING,Camping,234184
11,FISHING,Fishing,234184
14,HIKING,Hiking,234184
15,HORSEBACK RIDING,Horseback Riding,234184
16,HUNTING,Hunting,234184
26,WILDLIFE VIEWING,Wildlife Viewing,234184
5,BIKING,Mountain Biking,232848
6,BOATING,Canoeing,232848
9,CAMPING,Camping,232848
11,FISHING,Fishing,232848
14,HIKING,Hiking,232848
26,WILDLIFE VIEWING,Wildlife Viewing,232848
34,SWIMMING SITE,Swimming,232848
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234461
9,CAMPING,Camping,234461
16,HUNTING,Hunting,234461
26,WILDLIFE VIEWING,Wildlife Viewing,234461
100002,MOUNTAIN BIKING,Mountain Biking,234461
100009,BERRY PICKING,Berry Picking,234461
6,BOATING,Boating,248309
9,CAMPING,Camping,248309
11,FISHING,Fishing,248309
20,PICNICKING,Picnic,248309
25,WATER SPORTS,Water Sports,248309
37,PLAYGROUND PARK SPECIALIZED SPORT SITE,Playground,248309
15,HORSEBACK RIDING,Horseback Riding,234103
26,WILDLIFE VIEWING,Wildlife Viewing,234103
100017,BIRDING,Birding,234103
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234462
9,CAMPING,Camping,234462
16,HUNTING,Hunting,234462
26,WILDLIFE VIEWING,Wildlife Viewing,234462
100017,BIRDING,Birding,234462
100040,MOUNTAIN CLIMBING,Mountain Climbing,234462
4,AUTO TOURING,,265227
5,BIKING,,265227
6,BOATING,,265227
9,CAMPING,,265227
10,INTERPRETIVE PROGRAMS,,265227
14,HIKING,,265227
15,HORSEBACK RIDING,,265227
16,HUNTING,{},265227
20,PICNICKING,,265227
23,RECREATIONAL VEHICLES,,265227
25,WATER SPORTS,,265227
26,WILDLIFE VIEWING,,265227
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,265227
106,SWIMMING,,265227
11,FISHING,Fishing,234147
14,HIKING,Hiking,234147
20,PICNICKING,Picnicking,234147
26,WILDLIFE VIEWING,Wildlife Viewing,234147
106,SWIMMING,Swimming,234147
11,FISHING,Fishing,234218
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234202
11,FISHING,Fishing,234202
20,PICNICKING,Picnicking,234202
26,WILDLIFE VIEWING,Wildlife Viewing,234202
32,DAY USE AREA,Day Use Area,234202
34,SWIMMING SITE,Swimming Site,234202
39,OBSERVATION SITE,Observation Site,234202
104,PHOTOGRAPHY,Photography,234202
106,SWIMMING,Swimming,234202
108,SNORKELING,Snorkeling,234202
5,BIKING,Biking,233770
9,CAMPING,Camping,233770
14,HIKING,Hiking,233770
6,BOATING,Boating,234085
9,CAMPING,Camping,234085
11,FISHING,Fishing,234085
5,BIKING,,264603
6,BOATING,,264603
9,CAMPING,,264603
20,PICNICKING,,264603
23,RECREATIONAL VEHICLES,,264603
26,WILDLIFE VIEWING,,264603
9,CAMPING,Camping,234188
11,FISHING,Fishing,234188
26,WILDLIFE VIEWING,Wildlife Viewing,234188
100008,CANOEING,Canoeing,234188
100009,BERRY PICKING,Berry Picking,234188
5,BIKING,Biking,234136
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,234136
9,CAMPING,Camping,234136
14,HIKING,Hiking,234136
16,HUNTING,Hunting,234136
26,WILDLIFE VIEWING,Wildlife Viewing,234136
32,DAY USE AREA,Day Use Area,234136
100002,MOUNTAIN BIKING,Mountain Biking,234136
100015,STAR GAZING,Star Gazing,234136
100017,BIRDING,Birding,234136
100029,SCENIC DRIVE,Scenic Drive,234136
11,FISHING,Fishing,251364
106,SWIMMING,Swimming,251364
100017,BIRDING,Birding,251364
9,CAMPING,"<ul>
	<li>
		<a href=""http://www.fs.usda.gov/recarea/umpqua/recreation/recarea/?recid=63404"" rel=""nofollow"">Cedar Creek Campground</a></li>
	<li>
		<a href=""http://www.fs.usda.gov/recarea/umpqua/recreation/recarea/?recid=63420"" rel=""nofollow"">Lund Park Campground</a></li>
</ul>
",10074569
14,HIKING,"<ul>
	<li><a href=""https://www.fs.usda.gov/recarea/umpqua/recarea/?recid=63402"" rel=""nofollow"">Brice Creek Trail #1403</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/umpqua/recarea/?recid=63446"" rel=""nofollow"">Trestle Creek Trail #1403C</a></li>
	<li><a href=""https://www.fs.usda.gov/recarea/umpqua/recarea/?recid=63448"" rel=""nofollow"">Upper Trestle Creek Trail #1403D</a></li>
</ul>
",10074569
6,BOATING,Canoeing,232841
9,CAMPING,Camping,232841
11,FISHING,Fishing,232841
25,WATER SPORTS,Whitewater Rafting,232841
18,OFF HIGHWAY VEHICLE,,10159357
32,DAY USE AREA,Information kiosk and picnic tables within the staging area.,10159357
5,BIKING,Biking,234306
9,CAMPING,Camping,234306
10,INTERPRETIVE PROGRAMS,Interpretive Programs,234306
14,HIKING,Hiking,234306
26,WILDLIFE VIEWING,Wildlife Viewing,234306
28,WILDERNESS,Wilderness,234306
41,INFORMATION SITE,Information Site,234306
106,SWIMMING,Swimming,234306
100002,MOUNTAIN BIKING,Mountain Biking,234306
100009,BERRY PICKING,Berry Picking,234306
100017,BIRDING,Birding,234306
100029,SCENIC DRIVE,Scenic Drive,234306
100036,BACKPACKING,Backpacking,234306
100044,EDUCATIONAL PROGRAMS,Educational Programs,234306
100048,HISTORIC SITES,Historic Sites,234306
9,CAMPING,Camping,234173
26,WILDLIFE VIEWING,Wildlife Viewing,234173
100009,BERRY PICKING,Berry Picking,234173
100015,STAR GAZING,Star Gazing,234173
100017,BIRDING,Birding,234173
5,BIKING,Mountain Biking,232836
8,HISTORIC & CULTURAL SITE,Historic Sites,232836
9,CAMPING,Camping,232836
11,FISHING,Fishing,232836
14,HIKING,Hiking,232836
9,CAMPING,Camping,234630
14,HIKING,Hiking,234630
9,CAMPING,,10319380
100049,ACCESSIBLE SWIMMING,,10319380
6,BOATING,Boating,249989
9,CAMPING,Camping,249989
11,FISHING,Fishing,249989
32,DAY USE AREA,Day Use Area,249989
106,SWIMMING,Swimming,249989
5,BIKING,,237752
9,CAMPING,,237752
14,HIKING,,237752
15,HORSEBACK RIDING,,237752
16,HUNTING,,237752
18,OFF HIGHWAY VEHICLE,,237752
20,PICNICKING,,237752
23,RECREATIONAL VEHICLES,,237752
26,WILDLIFE VIEWING,,237752
109,HORSE CAMPING,,237752
100017,BIRDING,Birding,251887
100034,WHITEWATER RAFTING,Whitewater Rafting,251887
4,AUTO TOURING,,10039225
5,BIKING,,10039225
9,CAMPING,,10039225
11,FISHING,,10039225
104,PHOTOGRAPHY,,10039225
9,CAMPING,Camping,232846
11,FISHING,Fishing,232846
14,HIKING,Hiking,232846
25,WATER SPORTS,Whitewater Rafting,232846
26,WILDLIFE VIEWING,Wildlife Viewing,232846
4,AUTO TOURING,,265238
6,BOATING,,265238
9,CAMPING,,265238
14,HIKING,"<ul>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69636"" rel=""nofollow"">Upper Rogue River Trail #1160</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69530"" rel=""nofollow"">Lower Rogue River Trail #1168</a></li>
	<li>
		<a href=""https://www.fs.usda.gov/recarea/rogue-siskiyou/recreation/recarea/?recid=69510"" rel=""nofollow"">Illinois River Trail #1161</a></li>
</ul>
",265238
20,PICNICKING,,265238
23,RECREATIONAL VEHICLES,,265238
26,WILDLIFE VIEWING,,265238
106,SWIMMING,,265238
5,BIKING,Biking,231982
6,BOATING,Boating,231982
11,FISHING,Fishing,231982
14,HIKING,Hiking,231982
106,SWIMMING,Swimming,231982
5,BIKING,Biking,232868
6,BOATING,Boating,232868
8,HISTORIC & CULTURAL SITE,Historic & Cultural Site,232868
9,CAMPING,Camping,232868
10,INTERPRETIVE PROGRAMS,Interpretive Programs,232868
11,FISHING,Fishing,232868
14,HIKING,Hiking,232868
15,HORSEBACK RIDING,Horseback Riding,232868
20,PICNICKING,Picnicking,232868
24,VISITOR CENTER,Visitor Center,232868
26,WILDLIFE VIEWING,Wildlife Viewing,232868
32,DAY USE AREA,Day Use Area,232868
34,SWIMMING SITE,Swimming Site,232868
104,PHOTOGRAPHY,Photography,232868
105,PADDLING,Paddling,232868
100002,MOUNTAIN BIKING,Mountain Biking,232868
100006,WATER ACTIVITIES,Water Activities,232868
100007,KAYAKING,Kayaking,232868
100008,CANOEING,Canoeing,232868
100009,BERRY PICKING,Berry Picking,232868
100015,STAR GAZING,Star Gazing,232868
100017,BIRDING,Birding,232868
100018,NON-MOTORIZED BOATING,Non-Motorized Boating,232868
100037,SAILING,Sailing,232868
100043,AMPHITHEATER,Amphitheater,232868
100060,CRAWFISHING,Crawfishing,232868
5,BIKING,,244202
9,CAMPING,"<ul>
    <li>Fire rings, NO                water</li>
</ul>",244202
11,FISHING,,244202
14,HIKING,,244202
20,PICNICKING,,244202
106,SWIMMING,,244202
9,CAMPING,Camping,234154
14,HIKING,Hiking,234154
26,WILDLIFE VIEWING,Wildlife Viewing,234154
100083,STARGAZING,Stargazing,234154
6,BOATING,,244116
9,CAMPING,,244116
11,FISHING,,244116
14,HIKING,,244116
20,PICNICKING,,244116
106,SWIMMING,,244116
6,BOATING,Boating,233339
11,FISHING,Fishing,233339
25,WATER SPORTS,Water Sports,233339
26,WILDLIFE VIEWING,Wildlife Viewing,233339
106,SWIMMING,Swimming,233339
100017,BIRDING,Birding,233339
6,BOATING,Boating,233217
9,CAMPING,Camping,233217
11,FISHING,Fishing,233217
14,HIKING,Hiking,233217
34,SWIMMING SITE,Swimming Site,233217
5,BIKING,Mountain Biking,233195
6,BOATING,Boating,233195
9,CAMPING,Camping,233195
11,FISHING,Fishing,233195
14,HIKING,Hiking,233195
25,WATER SPORTS,Water Skiing,233195
34,SWIMMING SITE,Swimming,233195
4,AUTO TOURING,,252385
5,BIKING,,252385
6,BOATING,,252385
7,CLIMBING,,252385
9,CAMPING,,252385
11,FISHING,,252385
14,HIKING,,252385
15,HORSEBACK RIDING,,252385
20,PICNICKING,,252385
22,WINTER SPORTS,,252385
23,RECREATIONAL VEHICLES,,252385
26,WILDLIFE VIEWING,,252385
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,252385
106,SWIMMING,,252385
109,HORSE CAMPING,,252385
6,BOATING,,10283829
9,CAMPING,,10283829
11,FISHING,,10283829
9,CAMPING,Camping,251448
9,CAMPING,Camping,232779
6,BOATING,Boating,232791
9,CAMPING,Camping,232791
11,FISHING,Fishing,232791
14,HIKING,Hiking,232791
34,SWIMMING SITE,Swimming,232791
6,BOATING,Boating,248315
9,CAMPING,Camping,248315
11,FISHING,Fishing,248315
20,PICNICKING,Picnic,248315
25,WATER SPORTS,Water Sports,248315
4,AUTO TOURING,,265230
5,BIKING,,265230
9,CAMPING,,265230
11,FISHING,,265230
14,HIKING,,265230
15,HORSEBACK RIDING,,265230
16,HUNTING,,265230
18,OFF HIGHWAY VEHICLE,,265230
20,PICNICKING,,265230
23,RECREATIONAL VEHICLES,,265230
24,VISITOR CENTER,,265230
26,WILDLIFE VIEWING,,265230
30,FIRE LOOKOUTS/CABINS OVERNIGHT,,265230
106,SWIMMING,,265230
109,HORSE CAMPING,,265230
20,PICNICKING,Picnicking,251913
32,DAY USE AREA,Day Use Area,251913
9,CAMPING,,237807
14,HIKING,,237807
20,PICNICKING,,237807
109,HORSE CAMPING,,237807
5,BIKING,Mountain Biking,232850
6,BOATING,Kayaking,232850
9,CAMPING,Camping,232850
11,FISHING,Fishing,232850
14,HIKING,Hiking,232850
25,WATER SPORTS,Whitewater Rafting,232850
26,WILDLIFE VIEWING,Wildlife Viewing,232850
9,CAMPING,,264616
9,CAMPING,,10000447
11,FISHING,,10000447
5,BIKING,Biking,233787
6,BOATING,Boating,233787
9,CAMPING,Camping,233787
11,FISHING,Fishing,233787
14,HIKING,Hiking,233787
25,WATER SPORTS,Water Sports,233787
34,SWIMMING SITE,Swimming Site,233787
9,CAMPING,,258474
4,AUTO TOURING,,236856
5,BIKING,,236856
9,CAMPING,,236856
14,HIKING,,236856
15,HORSEBACK RIDING,,236856
20,PICNICKING,,236856
23,RECREATIONAL VEHICLES,,236856
109,HORSE CAMPING,,236856
9,CAMPING,Camping,233963
11,FISHING,Fishing,233963
14,HIKING,Hiking,233963
26,WILDLIFE VIEWING,Wildlife Viewing,233963
100009,BERRY PICKING,Berry Picking,233963
100017,BIRDING,Birding,233963
6,BOATING,,261695
9,CAMPING,,261695
11,FISHING,,261695
20,PICNICKING,,261695
32,DAY USE AREA,,261695
106,SWIMMING,,261695
9,CAMPING,Camping,234621
14,HIKING,Hiking,234621
26,WILDLIFE VIEWING,Wildlife Viewing,234621
104,PHOTOGRAPHY,Photography,234621
100009,BERRY PICKING,Berry Picking,234621
100015,STAR GAZING,Star Gazing,234621
100017,BIRDING,Birding,234621
100048,HISTORIC SITES,Historic Sites,234621
11,FISHING,Fishing,251471
26,WILDLIFE VIEWING,Wildlife Viewing,251471
100017,BIRDING,Birding,251471
100034,WHITEWATER RAFTING,Whitewater Rafting,251471
5,BIKING,,270701
9,CAMPING,,270701
10,INTERPRETIVE PROGRAMS,,270701
